-2.40280905804328E+03,-1.87476876304540E+03,-6.47056891345636E+03,-4.95135897472709E+00,5.56974148220146E+00,2.25471423157382E-01
-3.74776130439120E+03,-1.39786640588139E+02,-6.08986086966195E+03,-3.94155792122804E+00,5.90249514947736E+00,2.29234343209687E+00
-4.72913345271286E+03,1.60925509341154E+03,-5.11715911551401E+03,-2.54692000446051E+00,5.66229915259999E+00,4.13983008138490E+00
-5.25072148929361E+03,3.20218913790297E+03,-3.64609670067164E+03,-9.01255725207718E-01,4.86987238177149E+00,5.58718636359464E+00
-5.26076109331667E+03,4.48331980008017E+03,-1.81939612102622E+03,8.35307353902965E-01,3.60046462647556E+00,6.49082416436388E+00
-4.75754083273245E+03,5.32700915384248E+03,1.84756385652357E+02,2.49208537007419E+00,1.97764879795991E+00,6.76017877604696E+00
-3.78990428341695E+03,5.65046269544200E+03,2.17034635918884E+03,3.90574886337463E+00,1.60971494151869E-01,6.36810412247028E+00
-2.45240515743149E+03,5.42207145771875E+03,3.94317862817225E+03,4.93755953850309E+00,-1.67092868451284E+00,5.35367150136933E+00
-8.75739198453091E+02,4.66435511483127E+03,5.33017682170425E+03,5.48724282826551E+00,-3.33892449333425E+00,3.81718780029434E+00
7.86277145752694E+02,3.45141944368492E+03,6.19620983734864E+03,5.50201197390844E+00,-4.68097186671258E+00,1.90906479665030E+00
2.37168463223398E+03,1.90152112469037E+03,6.45694313494361E+03,4.98066806007481E+00,-5.56698913625648E+00,-1.85184501028407E-01
3.72592519368076E+03,1.65645323077686E+02,6.08683064222518E+03,3.97338306948627E+00,-5.91054379236516E+00,-2.26214390801122E+00
4.71672383227394E+03,-1.58692787874653E+03,5.12172142836160E+03,2.57750490913280E+00,-5.67719344509162E+00,-4.11912773000495E+00
5.24709019048606E+03,-3.18498314712229E+03,3.65572921258950E+03,9.29141497863730E-01,-4.88880393359635E+00,-5.57365187515774E+00
5.26512590718155E+03,-4.47226556926247E+03,1.83230305297329E+03,-8.09703700803507E-01,-3.62257089883433E+00,-6.48226179937961E+00
4.76937965976631E+03,-5.32314871948278E+03,-1.69935753000572E+02,-2.46770085634094E+00,-2.00373136687952E+00,-6.75608589465007E+00
3.80892626177599E+03,-5.65518668476242E+03,-2.15516227482658E+03,-3.88233699929035E+00,-1.92289350808025E-01,-6.37023113618601E+00
2.47813236563412E+03,-5.43701967370104E+03,-3.92997372676774E+03,-4.91670854218884E+00,1.63422942215511E+00,-5.36532694017521E+00
9.06914801304061E+02,-4.69088093501072E+03,-5.32231936194823E+03,-5.47247286393209E+00,3.29902770150703E+00,-3.84157681626392E+00
-7.52153375104413E+02,-3.48981833404041E+03,-6.19776581873498E+03,-5.49786709936740E+00,4.64269379224250E+00,-1.94734595991450E+00
-2.33843210373270E+03,-1.95033805226513E+03,-6.47182550816988E+03,-4.99111472155702E+00,5.53696568087112E+00,1.35336541108645E-01
-3.69824593957521E+03,-2.21371356114673E+02,-6.11767608060109E+03,-4.00008815167574E+00,5.89550882511491E+00,2.20685859745292E+00
-4.69931477786952E+03,1.52957333237884E+03,-5.16887374883344E+03,-2.61864029253654E+00,5.68188897273377E+00,4.06729722121365E+00
-5.24354272604947E+03,3.13217896914383E+03,-3.71671415545217E+03,-9.79231819468504E-01,4.91424720113754E+00,5.53475343972847E+00
-5.27696204880907E+03,4.42983454762794E+03,-1.90204506477273E+03,7.58708988262001E-01,3.66535400173049E+00,6.46372455474232E+00
-4.79556330764963E+03,5.29529473113319E+03,9.81524863951344E+01,2.42441533845409E+00,2.05669678621492E+00,6.76113526772762E+00
-3.84603849343705E+03,5.64362540306454E+03,2.08826152485255E+03,3.85367199048156E+00,2.46397585994782E-01,6.39702047460956E+00
-2.52116342509722E+03,5.44077178031954E+03,3.87363542311074E+03,4.90616343848198E+00,-1.58750552293742E+00,5.40766826042300E+00
-9.50407574986516E+02,4.70675621420484E+03,5.27995649830821E+03,5.47955425428096E+00,-3.26563408730920E+00,3.89094814814124E+00
7.12977783791510E+02,3.51338121987281E+03,6.17020138147276E+03,5.51875000358112E+00,-4.62492105718572E+00,1.99539704616128E+00
2.30689641523955E+03,1.97700684291558E+03,6.45768168600490E+03,5.02021075910603E+00,-5.53362023031037E+00,-9.46594951107209E-02
3.67596898346744E+03,2.47299541803211E+02,6.11425402368390E+03,4.03191635069400E+00,-5.90313483111480E+00,-2.17623053907832E+00
4.68648580979992E+03,-1.50707454225090E+03,5.17316401231706E+03,2.64934777987757E+00,-5.69651779751621E+00,-4.04623830545046E+00
5.23953406069991E+03,-3.11473685758290E+03,3.72616529642967E+03,1.00726024908067E+00,-4.93299917846930E+00,-5.52097055656517E+00
5.28098716718615E+03,-4.41849231658068E+03,1.91483347284847E+03,-7.33001800345847E-01,-3.68728072104021E+00,-6.45497894354376E+00
4.80708734944612E+03,-5.29108516625227E+03,-8.33938412262896E+01,-2.39996169215581E+00,-2.08254751175718E+00,-6.75683153732628E+00
3.86476852546166E+03,-5.64792355779618E+03,-2.07306018463710E+03,-3.83016287641503E+00,-2.77444569392435E-01,-6.39881830393194E+00
