5.6727000000000000E+04,-2.4028090580432800E+03,8.5377778903434500E+02,-6.6823710960728700E+03,-4.9513590116373900E+00,5.0204505562603400E+00,2.4223819303800500E+00
5.6727002000000000E+04,-3.2147963003397800E+03,1.7027664332609300E+03,-6.1576538376435800E+03,-4.4211358979207900E+00,4.7791474453949100E+00,3.6342940795940700E+00
5.6727004000000000E+04,-3.9224718697611800E+03,2.4965041490685100E+03,-5.4331401196890100E+03,-3.7472855416511600E+00,4.3826796458053500E+00,4.7286029803593000E+00
5.6727006000000000E+04,-4.5028222932224000E+03,3.2092032864102200E+03,-4.5322691028119800E+03,-2.9514157116965600E+00,3.8437041474988900E+00,5.6699393597560200E+00
5.6727008000000000E+04,-4.9369175753675400E+03,3.8176638275589400E+03,-3.4841924382040300E+03,-2.0590617757623300E+00,3.1794392235196600E+00,6.4277297801019300E+00
5.6727010000000000E+04,-5.2105246892425800E+03,4.3020192574471600E+03,-2.3228593257057800E+03,-1.0989133786317200E+00,2.4111526168274400E+00,6.9771703558702100E+00
5.6727012000000000E+04,-5.3145782693016900E+03,4.6463829089593600E+03,-1.0859466774512200E+03,-1.0193820060605300E-01,1.5635234282722100E+00,7.3000411648592400E+00
5.6727014000000000E+04,-5.2454924718977800E+03,4.8393740870640400E+03,1.8633573443084600E+02,8.9957637957940800E-01,6.6389135440793400E-01,7.3853344699691400E+00
5.6727016000000000E+04,-5.0053018711824600E+03,4.8745059518669200E+03,1.4525308161978500E+03,1.8730393356645500E+00,-2.5858933201414800E-01,7.2296722887763300E+00
5.6727018000000000E+04,-4.6016237872183100E+03,4.7504204945296000E+03,2.6712721146741600E+03,2.7866017306137000E+00,-1.1738695944288100E+00,6.8374924911881800E+00
5.6727020000000000E+04,-4.0474395881130300E+03,4.4709600103993900E+03,3.8026327658367800E+03,3.6102006865134200E+00,-2.0519735985492900E+00,6.2209877677369300E+00
5.6727022000000000E+04,-3.3606981973819900E+03,4.0450692511623400E+03,4.8094418536498400E+03,4.3165673307265400E+00,-2.8639852472326400E+00,5.3997886569371600E+00
5.6727024000000000E+04,-2.5637511260717300E+03,3.4865278480198300E+03,5.6585237926083800E+03,4.8821627239569200E+00,-3.5830203953224800E+00,4.4003903274786800E+00
5.6727026000000000E+04,-1.6826346136749300E+03,2.8135184911073100E+03,6.3218171347082600E+03,5.2880055433502400E+00,-4.1851496442925700E+00,3.2553327342980700E+00
5.6727028000000000E+04,-7.4622060935170100E+02,2.0480424998310200E+03,6.7773317929844300E+03,5.5203569320716800E+00,-4.6502359292019400E+00,2.0021546270435900E+00
5.6727030000000000E+04,2.1473599003404200E+02,1.2152005293311100E+03,7.0099081741054100E+03,5.5712316650411400E+00,-4.9626522962018300E+00,6.8215299359430300E-01
5.6727032000000000E+04,1.1686215752464700E+03,3.4236188605467500E+02,7.0117480926618500E+03,5.4387106564105500E+00,-5.1118485324132500E+00,-6.6100997526640200E-01
5.6727034000000000E+04,2.0840235985075000E+03,-5.4174909267005000E+02,6.7826954175191300E+03,5.1270376607247700E+00,-5.0927406632000800E+00,-1.9828013206237300E+00
5.6727036000000000E+04,2.9307877784009700E+03,-1.4080172505088200E+03,6.3302538389381600E+03,4.6464923804689200E+00,-4.9059045675111200E+00,-3.2393554494409600E+00
5.6727038000000000E+04,3.6810341629424300E+03,-2.2279165652712900E+03,5.6693394705852800E+03,4.0130424732158600E+00,-4.5575636582002400E+00,-4.3889947184642800E+00
5.6727040000000000E+04,4.3100948148851700E+03,-2.9744700742455500E+03,4.8217766403196300E+03,3.2477874012087900E+00,-4.0593701313455600E+00,-5.3936711754041800E+00
5.6727042000000000E+04,4.7973389829793400E+03,-3.6231547587733000E+03,3.8155555581707100E+03,2.3762168853533600E+00,-3.4279889948983500E+00,-6.2202717280808600E+00
5.6727044000000000E+04,5.1268563099503500E+03,-4.1527187679833400E+03,2.6838799729595800E+03,1.4273151632271500E+00,-2.6845032036207100E+00,-6.8417359270260300E+00
5.6727046000000000E+04,5.2879746083552200E+03,-4.5458822293648700E+03,1.4640409074245900E+03,4.3254869664037000E-01,-1.8536660785602900E+00,-7.2379452320673200E+00
5.6727048000000000E+04,5.2755956272233200E+03,-4.7898979693821800E+03,1.9615868567063600E+02,-5.7522096988399100E-01,-9.6303324322150100E-01,-7.3963542577523700E+00
5.6727050000000000E+04,5.0903396059727400E+03,-4.8769544082293700E+03,-1.0781605160265800E+03,-1.5628559801831300E+00,-4.2010234478343300E-02,-7.3123470851383600E+00
5.6727052000000000E+04,4.7384968345906300E+03,-4.8044093191958400E+03,-2.3172055350256300E+03,-2.4980502626527000E+00,8.7914635900886900E-01,-6.9893143017447600E+00
5.6727054000000000E+04,4.2317915151228300E+03,-4.5748496765430000E+03,-3.4805307219713700E+03,-3.3503876725480500E+00,1.7703367972819200E+00,-6.4384581017239900E+00
5.6727056000000000E+04,3.5869696242714400E+03,-4.1959791147349200E+03,-4.5302704558171100E+03,-4.0923155562801700E+00,2.6025999271041600E+00,-5.6783428529331400E+00
5.6727058000000000E+04,2.8252279768231300E+03,-3.6803403085648100E+03,-5.4323557893594900E+03,-4.7000048345838700E+00,3.3490371744815000E+00,-4.7342165753424800E+00
5.6727060000000000E+04,1.9715061501227200E+03,-3.0448846602717500E+03,-6.1575962725466600E+03,-5.1540739193932100E+00,3.9856517273229500E+00,-3.6371346014998000E+00
5.6727062000000000E+04,1.0536663101363700E+03,-2.3104059324877800E+03,-6.6825957522076900E+03,-5.4401599866259400E+00,4.4920807838754600E+00,-2.4229203758820200E+00
5.6727064000000000E+04,1.0158831776516200E+02,-1.5008578592343900E+03,-6.9904771684539700E+03,-5.5493269273787200E+00,4.8522036869847900E+00,-1.1310001638622600E+00
5.6727066000000000E+04,-8.5379111535048500E+02,-6.4257832936838400E+02,-7.0713977693465100E+03,-5.4783044359523000E+00,5.0546133973360900E+00,1.9685121916929100E-01
5.6727068000000000E+04,-1.7814658827542300E+03,2.3655545977095800E+02,-6.9228425308635700E+03,-5.2295570531790700E+00,5.0929428867247500E+00,1.5178172262614400E+00
5.6727070000000000E+04,-2.6513453296464400E+03,1.1080153412253200E+03,-6.5496897619067300E+03,-4.8111855902383200E+00,4.9660415859992200E+00,2.7893637635412700E+00
5.6727072000000000E+04,-3.4352079532620700E+03,1.9435278998316600E+03,-5.9640488290408100E+03,-4.2366663421976900E+00,4.6780000452321500E+00,3.9705470057481100E+00
5.6727074000000000E+04,-4.1075965812225800E+03,2.7159713791280200E+03,-5.1848756440037900E+03,-3.5244360658156100E+00,4.2380235888557800E+00,5.0232724820144200E+00
5.6727076000000000E+04,-4.6466292367969700E+03,3.4002379223703000E+03,-4.2373770444173000E+03,-2.6973330802999500E+00,3.6601581672624100E+00,5.9134742442886800E+00
5.6727078000000000E+04,-5.0347018980699600E+03,3.9740360575387800E+03,-3.1522205001627400E+03,-1.7819072838412900E+00,2.9628740333757900E+00,6.6121839176647800E+00
5.6727080000000000E+04,-5.2590617949296300E+03,4.4186095323578300E+03,-1.9645707153206900E+03,-8.0761454947396100E-01,2.1685155097768100E+00,7.0964603863348400E+00
5.6727082000000000E+04,-5.3122328151983500E+03,4.7193502869339200E+03,-7.1297965214458000E+02,1.9408601957987300E-01,1.3026281134386900E+00,7.3501520605770100E+00
5.6727084000000000E+04,-5.1922780710820800E+03,4.8662855895054100E+03,5.6183879108373000E+02,1.1907101260411900E+00,3.9317774718973200E-01,7.3644654482948000E+00
5.6727086000000000E+04,-4.9028887623836200E+03,4.8544222305041300E+03,1.8183138964166300E+03,2.1497761476650500E+00,-5.3031947601552200E-01,7.1383164992855100E+00
