-2.40280905804328E+03,8.53777789034341E+02,-6.68237109607287E+03,-4.95135897472709E+00,5.02045051883499E+00,2.42238191232220E+00,,,,,,
-3.74776130439120E+03,2.29415580149865E+03,-5.64294204074229E+03,-3.94155792122804E+00,4.50359157025713E+00,4.45106171251201E+00,,,,,,
-4.72913345271286E+03,3.51195168091879E+03,-4.05477678301171E+03,-2.54692000446051E+00,3.54832806676535E+00,6.05055309264196E+00,,,,,,
-5.25072148929361E+03,4.38828506922465E+03,-2.07147063140474E+03,-9.01255725207718E-01,2.24556545346922E+00,7.06326725180807E+00,,,,,,
-5.26076109331667E+03,4.83707970962851E+03,1.14098894369316E+02,8.35307353902965E-01,7.21460134151137E-01,7.38739731800196E+00,,,,,,
-4.75754083273245E+03,4.81394347350375E+03,2.28847322052750E+03,2.49208537007419E+00,-8.74587389926347E-01,6.98900627768854E+00,,,,,,
-3.78990428341695E+03,4.32088396331379E+03,4.23887883372521E+03,3.90574886337463E+00,-2.38539788812571E+00,5.90665208488513E+00,,,,,,
-2.45240515743149E+03,3.40614692166839E+03,5.77457182259357E+03,4.93755953850309E+00,-3.66261531864582E+00,4.24724030882678E+00,,,,,,
-8.75739198453091E+02,2.15923957222660E+03,6.74571553340464E+03,5.48724282826551E+00,-4.58179343609669E+00,2.17405344548947E+00,,,,,,
7.86277145752694E+02,7.01904701599829E+02,7.05780718882108E+03,5.50201197390844E+00,-5.05409008606058E+00,-1.10450969883830E-01,,,,,,
2.37168463223398E+03,-8.23812953682930E+02,6.68051116703531E+03,4.98066806007481E+00,-5.03395050810757E+00,-2.38432456359075E+00,,,,,,
3.72592519368076E+03,-2.26922556891412E+03,5.65044785460190E+03,3.97338306948627E+00,-4.52298873653198E+00,-4.42655575715741E+00,,,,,,
4.71672383227394E+03,-3.49328164579665E+03,4.06784387916025E+03,2.57750490913280E+00,-3.57022823540665E+00,-6.03748366591514E+00,,,,,,
5.24709019048606E+03,-4.37633047451842E+03,2.08715243837977E+03,9.29141497863730E-01,-2.26831852299308E+00,-7.05838014029020E+00,,,,,,
5.26512590718155E+03,-4.83207173382501E+03,-9.78598953358519E+01,-8.09703700803507E-01,-7.45148155691018E-01,-7.38833487186713E+00,,,,,,
